,CH1,CH4
Second,Volt,Volt
1.92127e-02,6.00e-02,4.00e-02, 
1.92128e-02,4.00e-02,6.00e-02, 
1.92129e-02,8.00e-02,2.00e-02, 
1.92130e-02,6.00e-02,4.00e-02, 
1.92131e-02,4.00e-02,1.00e-01, 
1.92132e-02,4.00e-02,4.00e-02, 
1.92133e-02,4.00e-02,8.00e-02, 
1.92134e-02,8.00e-02,4.00e-02, 
1.92135e-02,2.00e-02,8.00e-02, 
1.92136e-02,6.00e-02,4.00e-02, 
1.92137e-02,4.00e-02,6.00e-02, 
1.92138e-02,4.00e-02,6.00e-02, 
1.92139e-02,8.00e-02,4.00e-02, 
1.92140e-02,4.00e-02,4.00e-02, 
1.92141e-02,8.00e-02,8.00e-02, 
1.92142e-02,6.00e-02,4.00e-02, 
1.92143e-02,2.00e-02,8.00e-02, 
1.92144e-02,4.00e-02,4.00e-02, 
1.92145e-02,8.00e-02,8.00e-02, 
